survey,set_number,fishing_event_id,species_code,species_desc,catch_count,survey_series_id,survey_id,survey_series_desc,survey_desc,survey_abbrev,fe_major_level_id,trip_id,block_designation,grouping_code,start_depth_m,end_depth_m,mean_bottom_depth_m,start_deploy_time,end_deploy_time,start_latitude,start_longitude,end_latitude,end_longitude,skate_count,num_hooks,num_empty_hooks,num_bait_only_hooks
Dogfish Longline,3,117260,44,North Pacific Spiny Dogfish ,207,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,3,121,9,545,174,175,174,17:44.0,29:38.0,49.581116,-124.612883,49.573666,-124.603916,1,306,96,3
Dogfish Longline,4,120031,44,North Pacific Spiny Dogfish ,15,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,4,121,10,571,70,84,74,44:44.0,57:14.0,49.693516,-124.27925,49.707216,-124.284616,1,298,19,257
Dogfish Longline,4,120031,607,Petrale Sole,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,4,121,10,571,70,84,74,44:44.0,57:14.0,49.693516,-124.27925,49.707216,-124.284616,1,298,19,257
Dogfish Longline,4,120031,424,Quillback Rockfish,5,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,4,121,10,571,70,84,74,44:44.0,57:14.0,49.693516,-124.27925,49.707216,-124.284616,1,298,19,257
Dogfish Longline,4,120031,442,Yelloweye Rockfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,4,121,10,571,70,84,74,44:44.0,57:14.0,49.693516,-124.27925,49.707216,-124.284616,1,298,19,257
Dogfish Longline,5,120033,44,North Pacific Spiny Dogfish ,205,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,5,121,10,574,229,266,252,58:00.0,10:53.0,49.703416,-124.306116,49.717033,-124.314483,1,295,88,2
Dogfish Longline,6,122193,27,Bluntnose Sixgill Shark,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,6,121,10,573,222,205,196,48:16.0,59:33.0,49.6851,-124.295933,49.696733,-124.300883,1,305,103,9
Dogfish Longline,6,122193,44,North Pacific Spiny Dogfish ,190,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,6,121,10,573,222,205,196,48:16.0,59:33.0,49.6851,-124.295933,49.696733,-124.300883,1,305,103,9
Dogfish Longline,6,122193,442,Yelloweye Rockfish,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,6,121,10,573,222,205,196,48:16.0,59:33.0,49.6851,-124.295933,49.696733,-124.300883,1,305,103,9
Dogfish Longline,7,122195,414,Greenstriped Rockfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,7,121,10,572,130,144,138,42:42.0,53:26.0,49.711366,-124.297366,49.722383,-124.305066,1,298,77,99
Dogfish Longline,7,122195,44,North Pacific Spiny Dogfish ,96,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,7,121,10,572,130,144,138,42:42.0,53:26.0,49.711366,-124.297366,49.722383,-124.305066,1,298,77,99
Dogfish Longline,7,122195,424,Quillback Rockfish,6,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,7,121,10,572,130,144,138,42:42.0,53:26.0,49.711366,-124.297366,49.722383,-124.305066,1,298,77,99
Dogfish Longline,7,122195,66,Spotted Ratfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,7,121,10,572,130,144,138,42:42.0,53:26.0,49.711366,-124.297366,49.722383,-124.305066,1,298,77,99
Dogfish Longline,7,122195,442,Yelloweye Rockfish,18,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,7,121,10,572,130,144,138,42:42.0,53:26.0,49.711366,-124.297366,49.722383,-124.305066,1,298,77,99
Dogfish Longline,8,124049,44,North Pacific Spiny Dogfish ,219,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,8,121,14,566,140,153,149,07:12.0,17:37.0,49.844216,-124.723583,49.8558,-124.73255,1,298,76,2
Dogfish Longline,8,124049,442,Yelloweye Rockfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,8,121,14,566,140,153,149,07:12.0,17:37.0,49.844216,-124.723583,49.8558,-124.73255,1,298,76,2
Dogfish Longline,9,124365,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,9,121,14,567,179,190,185,16:23.0,28:32.0,49.829633,-124.746016,49.820433,-124.741866,1,298,70,0
Dogfish Longline,9,124365,44,North Pacific Spiny Dogfish ,226,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,9,121,14,567,179,190,185,16:23.0,28:32.0,49.829633,-124.746016,49.820433,-124.741866,1,298,70,0
Dogfish Longline,9,124365,2A0,Sponges (Phylum),1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,9,121,14,567,179,190,185,16:23.0,28:32.0,49.829633,-124.746016,49.820433,-124.741866,1,298,70,0
Dogfish Longline,10,124675,59,Longnose Skate,6,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,10,121,14,565,99,87,84,51:56.0,01:45.0,49.859066,-124.7518,49.8602,-124.769433,1,298,58,171
Dogfish Longline,10,124675,44,North Pacific Spiny Dogfish ,44,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,10,121,14,565,99,87,84,51:56.0,01:45.0,49.859066,-124.7518,49.8602,-124.769433,1,298,58,171
Dogfish Longline,10,124675,424,Quillback Rockfish,11,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,10,121,14,565,99,87,84,51:56.0,01:45.0,49.859066,-124.7518,49.8602,-124.769433,1,298,58,171
Dogfish Longline,10,124675,442,Yelloweye Rockfish,8,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,10,121,14,565,99,87,84,51:56.0,01:45.0,49.859066,-124.7518,49.8602,-124.769433,1,298,58,171
Dogfish Longline,11,125603,44,North Pacific Spiny Dogfish ,201,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,11,121,16,562,233,251,239,53:52.0,05:04.0,49.996333,-125.082933,50.0079,-125.08845,1,300,94,4
Dogfish Longline,11,125603,225,Pacific Hake,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,11,121,16,562,233,251,239,53:52.0,05:04.0,49.996333,-125.082933,50.0079,-125.08845,1,300,94,4
Dogfish Longline,12,126223,4,Inanimate Object(S),1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,12,121,16,560,138,189,157,04:36.0,15:45.0,49.988683,-125.104016,49.981,-125.093433,1,297,87,1
Dogfish Longline,12,126223,44,North Pacific Spiny Dogfish ,208,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,12,121,16,560,138,189,157,04:36.0,15:45.0,49.988683,-125.104016,49.981,-125.093433,1,297,87,1
Dogfish Longline,13,127458,407,Copper Rockfish,5,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,13,121,16,559,61,71,70,28:12.0,38:54.0,49.979833,-125.111316,49.975766,-125.130716,1,303,131,141
Dogfish Longline,13,127458,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,13,121,16,559,61,71,70,28:12.0,38:54.0,49.979833,-125.111316,49.975766,-125.130716,1,303,131,141
Dogfish Longline,13,127458,44,North Pacific Spiny Dogfish ,12,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,13,121,16,559,61,71,70,28:12.0,38:54.0,49.979833,-125.111316,49.975766,-125.130716,1,303,131,141
Dogfish Longline,13,127458,424,Quillback Rockfish,9,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,13,121,16,559,61,71,70,28:12.0,38:54.0,49.979833,-125.111316,49.975766,-125.130716,1,303,131,141
Dogfish Longline,13,127458,66,Spotted Ratfish,3,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,13,121,16,559,61,71,70,28:12.0,38:54.0,49.979833,-125.111316,49.975766,-125.130716,1,303,131,141
Dogfish Longline,13,127458,4XE,Sunflower Starfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,13,121,16,559,61,71,70,28:12.0,38:54.0,49.979833,-125.111316,49.975766,-125.130716,1,303,131,141
Dogfish Longline,14,127771,44,North Pacific Spiny Dogfish ,40,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,14,121,16,561,152,170,158,39:05.0,49:23.0,49.985583,-125.099916,49.9959,-125.101116,1,300,44,205
Dogfish Longline,14,127771,66,Spotted Ratfish,3,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,14,121,16,561,152,170,158,39:05.0,49:23.0,49.985583,-125.099916,49.9959,-125.101116,1,300,44,205
Dogfish Longline,14,127771,442,Yelloweye Rockfish,8,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,14,121,16,561,152,170,158,39:05.0,49:23.0,49.985583,-125.099916,49.9959,-125.101116,1,300,44,205
Dogfish Longline,15,129327,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,15,121,14,568,221,276,251,44:36.0,57:58.0,49.811083,-124.755783,49.8013,-124.771066,1,302,80,4
Dogfish Longline,15,129327,44,North Pacific Spiny Dogfish ,217,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,15,121,14,568,221,276,251,44:36.0,57:58.0,49.811083,-124.755783,49.8013,-124.771066,1,302,80,4
Dogfish Longline,16,129952,44,North Pacific Spiny Dogfish ,211,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,16,121,13,556,219,258,235,56:42.0,08:43.0,49.783083,-124.837733,49.7948,-124.848483,1,298,69,17
Dogfish Longline,16,129952,455,Sablefish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,16,121,13,556,219,258,235,56:42.0,08:43.0,49.783083,-124.837733,49.7948,-124.848483,1,298,69,17
Dogfish Longline,17,131197,44,North Pacific Spiny Dogfish ,242,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,17,121,13,554,149,143,149,04:41.0,15:28.0,49.7817,-124.86915,49.77325,-124.85595,1,303,56,5
Dogfish Longline,18,131199,414,Greenstriped Rockfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,18,121,13,553,67,92,78,10:27.0,21:20.0,49.767633,-124.891066,49.7789,-124.888866,1,299,74,106
Dogfish Longline,18,131199,44,North Pacific Spiny Dogfish ,108,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,18,121,13,553,67,92,78,10:27.0,21:20.0,49.767633,-124.891066,49.7789,-124.888866,1,299,74,106
Dogfish Longline,18,131199,424,Quillback Rockfish,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,18,121,13,553,67,92,78,10:27.0,21:20.0,49.767633,-124.891066,49.7789,-124.888866,1,299,74,106
Dogfish Longline,18,131199,66,Spotted Ratfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,18,121,13,553,67,92,78,10:27.0,21:20.0,49.767633,-124.891066,49.7789,-124.888866,1,299,74,106
Dogfish Longline,18,131199,442,Yelloweye Rockfish,7,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,18,121,13,553,67,92,78,10:27.0,21:20.0,49.767633,-124.891066,49.7789,-124.888866,1,299,74,106
Dogfish Longline,19,131821,44,North Pacific Spiny Dogfish ,235,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,19,121,13,555,181,201,189,00:58.0,11:05.0,49.788433,-124.857016,49.798133,-124.866083,1,299,60,4
Dogfish Longline,20,134017,44,North Pacific Spiny Dogfish ,15,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,20,121,7,542,116,148,127,27:27.0,39:15.0,49.357383,-124.308633,49.36415,-124.318383,1,297,31,251
Dogfish Longline,21,134647,44,North Pacific Spiny Dogfish ,11,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,21,121,7,541,63,69,67,46:16.0,57:53.0,49.355233,-124.3271,49.358366,-124.33975,1,302,5,286
Dogfish Longline,22,136217,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,22,121,7,543,163,200,179,34:38.0,46:05.0,49.372583,-124.329533,49.381416,-124.3367,1,302,47,154
Dogfish Longline,22,136217,44,North Pacific Spiny Dogfish ,97,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,22,121,7,543,163,200,179,34:38.0,46:05.0,49.372583,-124.329533,49.381416,-124.3367,1,302,47,154
Dogfish Longline,22,136217,455,Sablefish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,22,121,7,543,163,200,179,34:38.0,46:05.0,49.372583,-124.329533,49.381416,-124.3367,1,302,47,154
Dogfish Longline,22,136217,15,Unknown Fish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,22,121,7,543,163,200,179,34:38.0,46:05.0,49.372583,-124.329533,49.381416,-124.3367,1,302,47,154
Dogfish Longline,22,136217,442,Yelloweye Rockfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,22,121,7,543,163,200,179,34:38.0,46:05.0,49.372583,-124.329533,49.381416,-124.3367,1,302,47,154
Dogfish Longline,23,136844,44,North Pacific Spiny Dogfish ,115,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,23,121,7,544,258,270,267,41:43.0,52:23.0,49.383716,-124.325433,49.38985,-124.336816,1,298,65,116
Dogfish Longline,23,136844,455,Sablefish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,23,121,7,544,258,270,267,41:43.0,52:23.0,49.383716,-124.325433,49.38985,-124.336816,1,298,65,116
Dogfish Longline,23,136844,66,Spotted Ratfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,23,121,7,544,258,270,267,41:43.0,52:23.0,49.383716,-124.325433,49.38985,-124.336816,1,298,65,116
Dogfish Longline,24,138099,44,North Pacific Spiny Dogfish ,17,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,24,121,8,577,78,75,80,31:16.0,40:05.0,49.498466,-124.0473,49.489833,-124.038433,1,295,52,216
Dogfish Longline,24,138099,28I,Oregontriton,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,24,121,8,577,78,75,80,31:16.0,40:05.0,49.498466,-124.0473,49.489833,-124.038433,1,295,52,216
Dogfish Longline,24,138099,424,Quillback Rockfish,5,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,24,121,8,577,78,75,80,31:16.0,40:05.0,49.498466,-124.0473,49.489833,-124.038433,1,295,52,216
Dogfish Longline,24,138099,442,Yelloweye Rockfish,5,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,24,121,8,577,78,75,80,31:16.0,40:05.0,49.498466,-124.0473,49.489833,-124.038433,1,295,52,216
Dogfish Longline,25,139033,44,North Pacific Spiny Dogfish ,208,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,25,121,8,580,288,261,270,26:22.0,36:05.0,49.478016,-124.06335,49.471733,-124.0504,1,298,65,24
Dogfish Longline,25,139033,455,Sablefish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,25,121,8,580,288,261,270,26:22.0,36:05.0,49.478016,-124.06335,49.471733,-124.0504,1,298,65,24
Dogfish Longline,26,140906,44,North Pacific Spiny Dogfish ,132,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,26,121,8,578,141,160,151,49:29.0,59:34.0,49.4804,-124.032666,49.483783,-124.0485,1,300,54,110
Dogfish Longline,26,140906,607,Petrale Sole,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,26,121,8,578,141,160,151,49:29.0,59:34.0,49.4804,-124.032666,49.483783,-124.0485,1,300,54,110
Dogfish Longline,26,140906,66,Spotted Ratfish,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,26,121,8,578,141,160,151,49:29.0,59:34.0,49.4804,-124.032666,49.483783,-124.0485,1,300,54,110
Dogfish Longline,26,140906,442,Yelloweye Rockfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,26,121,8,578,141,160,151,49:29.0,59:34.0,49.4804,-124.032666,49.483783,-124.0485,1,300,54,110
Dogfish Longline,27,141527,59,Longnose Skate,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,27,121,8,579,185,181,183,50:37.0,01:05.0,49.468283,-124.033583,49.475816,-124.045516,1,296,67,20
Dogfish Longline,27,141527,44,North Pacific Spiny Dogfish ,207,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,27,121,8,579,185,181,183,50:37.0,01:05.0,49.468283,-124.033583,49.475816,-124.045516,1,296,67,20
Dogfish Longline,28,143401,4,Inanimate Object(S),1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,28,121,5,583,83,86,85,13:04.0,22:34.0,49.135333,-123.308116,49.144933,-123.304966,1,297,120,126
Dogfish Longline,28,143401,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,28,121,5,583,83,86,85,13:04.0,22:34.0,49.135333,-123.308116,49.144933,-123.304966,1,297,120,126
Dogfish Longline,28,143401,44,North Pacific Spiny Dogfish ,45,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,28,121,5,583,83,86,85,13:04.0,22:34.0,49.135333,-123.308116,49.144933,-123.304966,1,297,120,126
Dogfish Longline,28,143401,596,Pacific Sanddab,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,28,121,5,583,83,86,85,13:04.0,22:34.0,49.135333,-123.308116,49.144933,-123.304966,1,297,120,126
Dogfish Longline,28,143401,518,Pacific Staghorn Sculpin,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,28,121,5,583,83,86,85,13:04.0,22:34.0,49.135333,-123.308116,49.144933,-123.304966,1,297,120,126
Dogfish Longline,28,143401,4GA,Starfish (Class),1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,28,121,5,583,83,86,85,13:04.0,22:34.0,49.135333,-123.308116,49.144933,-123.304966,1,297,120,126
Dogfish Longline,29,143403,44,North Pacific Spiny Dogfish ,222,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,29,121,5,586,249,248,247,20:14.0,30:03.0,49.189333,-123.381133,49.1778,-123.382533,1,301,72,7
Dogfish Longline,30,146517,27,Bluntnose Sixgill Shark,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,30,121,5,585,191,190,190,09:24.0,20:05.0,49.171766,-123.3494,49.183283,-123.350433,1,295,74,12
Dogfish Longline,30,146517,44,North Pacific Spiny Dogfish ,208,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,30,121,5,585,191,190,190,09:24.0,20:05.0,49.171766,-123.3494,49.183283,-123.350433,1,295,74,12
Dogfish Longline,31,147448,44,North Pacific Spiny Dogfish ,117,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,31,121,5,584,136,134,135,14:20.0,24:31.0,49.147266,-123.3264,49.1578,-123.323333,1,299,81,100
Dogfish Longline,31,147448,66,Spotted Ratfish,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,31,121,5,584,136,134,135,14:20.0,24:31.0,49.147266,-123.3264,49.1578,-123.323333,1,299,81,100
Dogfish Longline,32,151176,44,North Pacific Spiny Dogfish ,231,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,32,121,1,589,102,80,89,26:27.0,36:49.0,48.9409,-123.422766,48.933866,-123.410933,1,298,67,0
Dogfish Longline,33,151178,44,North Pacific Spiny Dogfish ,250,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,33,121,1,590,133,162,150,19:45.0,30:31.0,48.935383,-123.400633,48.928366,-123.38565,1,294,44,0
Dogfish Longline,34,152105,27,Bluntnose Sixgill Shark,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,34,121,1,592,252,265,259,06:36.0,16:51.0,48.98085,-123.3888,48.984666,-123.401133,1,293,96,4
Dogfish Longline,34,152105,44,North Pacific Spiny Dogfish ,192,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,34,121,1,592,252,265,259,06:36.0,16:51.0,48.98085,-123.3888,48.984666,-123.401133,1,293,96,4
Dogfish Longline,35,152724,27,Bluntnose Sixgill Shark,2,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,35,121,1,591,192,189,191,15:11.0,26:21.0,48.958,-123.4008,48.950083,-123.388166,1,301,94,1
