survey_series_id,survey_series_desc,survey_id,survey_desc,year,fishing_event_id,latitude,longitude,fe_end_deployment_time,fe_begin_retrieval_time,grouping_code,grouping_desc,grouping_depth_id,depth_m,fe_bottom_water_temperature,hook_code,skate_count,lglsp_hook_count,area_swept_km2,ye_count,dogfish_count
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420674,49.342666,-123.747483,10/11/2014 12:47,10/11/2014 14:46,329,SoG Dogfish 56 - 110 m,2,79,NA,1,2,300,0.006689019,NA,186
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420677,49.48995,-124.065466,10/7/2014 8:35,10/7/2014 10:32,331,SoG Dogfish 166 - 220 m,4,181,NA,1,2,298,0.006644425,NA,224
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420679,49.490166,-124.021316,10/7/2014 12:28,10/7/2014 14:26,328,SoG Dogfish 0 - 55 m,1,100,NA,1,2,300,0.006689019,NA,110
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420680,49.384316,-124.334033,10/12/2014 7:45,10/12/2014 9:45,332,SoG Dogfish > 220 m,5,237,NA,1,2,300,0.006689019,NA,220
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420682,49.35295,-124.323583,10/12/2014 12:05,10/12/2014 14:04,329,SoG Dogfish 56 - 110 m,2,65,NA,1,2,300,0.006689019,NA,19
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369488,49.3255,-123.755166,10/19/1986 14:47,10/19/1986 17:01,332,SoG Dogfish > 220 m,5,302,NA,3,NA,500,0.011148365,NA,143
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369490,49.359666,-124.366166,10/20/1986 9:20,10/20/1986 11:39,328,SoG Dogfish 0 - 55 m,1,29,NA,3,NA,500,0.011148365,NA,7
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369495,49.375166,-124.2875,10/20/1986 17:08,10/20/1986 19:28,332,SoG Dogfish > 220 m,5,305,NA,3,NA,500,0.011148365,NA,37
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369496,49.5365,-124.53,10/21/1986 7:36,10/21/1986 9:53,331,SoG Dogfish 166 - 220 m,4,199,NA,3,NA,500,0.011148365,NA,99
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369497,49.536833,-124.578166,10/21/1986 8:24,10/21/1986 11:05,330,SoG Dogfish 111 - 165 m,3,161,NA,3,NA,500,0.011148365,1,85
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369498,49.5295,-124.578833,10/21/1986 10:38,10/21/1986 13:14,329,SoG Dogfish 56 - 110 m,2,73,NA,3,NA,500,0.011148365,15,75
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369517,49.980666,-125.095833,10/24/1986 13:49,10/24/1986 16:15,331,SoG Dogfish 166 - 220 m,4,177,NA,3,NA,500,0.011148365,2,62
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420653,49.8223,-124.734133,10/5/2014 8:19,10/5/2014 10:19,331,SoG Dogfish 166 - 220 m,4,178,NA,1,2,300,0.006689019,NA,187
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420654,49.819983,-124.686316,10/5/2014 9:15,10/5/2014 11:15,329,SoG Dogfish 56 - 110 m,2,NA,NA,1,2,300,0.006689019,6,142
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420663,49.0699,-123.6073,10/8/2014 13:32,10/8/2014 15:32,329,SoG Dogfish 56 - 110 m,2,76,NA,1,2,300,0.006689019,2,8
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420664,49.084316,-123.579416,10/8/2014 14:26,10/8/2014 16:25,332,SoG Dogfish > 220 m,5,228,NA,1,2,300,0.006689019,NA,142
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369518,49.888333,-125.045833,10/25/1986 11:50,10/25/1986 14:07,331,SoG Dogfish 166 - 220 m,4,170,NA,3,NA,500,0.011148365,NA,92
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369520,49.870666,-125.046166,10/25/1986 14:50,10/25/1986 17:20,329,SoG Dogfish 56 - 110 m,2,106,NA,3,NA,500,0.011148365,NA,84
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369522,49.693166,-124.276666,10/27/1986 7:56,10/27/1986 10:17,329,SoG Dogfish 56 - 110 m,2,62,NA,3,NA,500,0.011148365,NA,164
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369523,49.687333,-124.295,10/27/1986 8:31,10/27/1986 11:00,330,SoG Dogfish 111 - 165 m,3,154,NA,3,NA,500,0.011148365,2,63
76,Strait of Georgia Dogfish Longline,501,2005 Strait of Georgia Dogfish Longline Survey,2005,4356259,49.18695,-123.346133,NA,10/30/2005 13:38,331,SoG Dogfish 166 - 220 m,4,189,NA,1,2,400,0.008918692,NA,320
76,Strait of Georgia Dogfish Longline,501,2005 Strait of Georgia Dogfish Longline Survey,2005,4356260,49.201966,-123.37425,NA,10/30/2005 15:30,332,SoG Dogfish > 220 m,5,240,NA,1,2,400,0.008918692,NA,293
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356147,49.383766,-124.358,10/7/2011 12:55,10/7/2011 14:55,330,SoG Dogfish 111 - 165 m,3,136,NA,1,2,300,0.006689019,NA,157
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356172,48.939516,-123.424266,10/14/2011 8:01,10/14/2011 10:04,329,SoG Dogfish 56 - 110 m,2,83,NA,1,2,300,0.006689019,2,160
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356173,48.943,-123.412683,10/14/2011 8:45,10/14/2011 10:47,330,SoG Dogfish 111 - 165 m,3,146,NA,1,2,300,0.006689019,NA,238
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356175,48.9715,-123.393416,10/14/2011 13:27,10/14/2011 15:27,332,SoG Dogfish > 220 m,5,234,NA,1,2,299,0.006666722,NA,242
76,Strait of Georgia Dogfish Longline,502,2008 Strait of Georgia Dogfish Longline Survey,2008,4356183,49.541333,-124.6233,10/10/2008 14:30,10/10/2008 16:31,328,SoG Dogfish 0 - 55 m,1,50,NA,1,2,300,0.006689019,NA,11
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356149,49.696366,-124.253916,10/8/2011 8:25,10/8/2011 10:25,332,SoG Dogfish > 220 m,5,238,NA,1,2,300,0.006689019,3,193
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420647,48.955666,-123.4272,10/9/2014 12:15,10/9/2014 14:14,330,SoG Dogfish 111 - 165 m,3,148,NA,1,2,300,0.006689019,NA,155
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420648,48.9471,-123.44125,10/9/2014 13:04,10/9/2014 15:04,329,SoG Dogfish 56 - 110 m,2,80,NA,1,2,300,0.006689019,NA,228
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420665,49.190666,-123.3464,10/10/2014 8:45,10/10/2014 10:44,331,SoG Dogfish 166 - 220 m,4,190,NA,1,2,300,0.006689019,NA,189
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420670,49.184116,-123.77085,10/13/2014 9:00,10/13/2014 10:59,327,SoG Dogfish Site,NA,67,NA,1,2,300,0.006689019,NA,13
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420687,49.7272,-124.25975,10/6/2014 7:42,10/6/2014 9:42,332,SoG Dogfish > 220 m,5,228,NA,1,2,298,0.006644425,NA,180
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369480,49.182,-123.313166,10/18/1986 11:23,10/18/1986 13:43,330,SoG Dogfish 111 - 165 m,3,115,NA,3,NA,500,0.011148365,NA,175
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369483,49.235,-123.413333,10/18/1986 16:07,10/18/1986 18:39,332,SoG Dogfish > 220 m,5,267,NA,3,NA,500,0.011148365,NA,119
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369485,49.379,-123.742333,10/19/1986 9:16,10/19/1986 11:57,330,SoG Dogfish 111 - 165 m,3,119,NA,3,NA,500,0.011148365,NA,127
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369486,49.373833,-123.701,10/19/1986 11:16,10/19/1986 13:43,329,SoG Dogfish 56 - 110 m,2,90,NA,3,NA,500,0.011148365,1,61
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369502,49.658,-124.631166,10/22/1986 8:28,10/22/1986 10:52,330,SoG Dogfish 111 - 165 m,3,120,NA,3,NA,500,0.011148365,4,104
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369503,49.645166,-124.634833,10/22/1986 10:25,10/22/1986 12:48,328,SoG Dogfish 0 - 55 m,1,51,NA,3,NA,500,0.011148365,6,105
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369504,49.670666,-124.6285,10/22/1986 11:55,10/22/1986 14:19,331,SoG Dogfish 166 - 220 m,4,176,NA,3,NA,500,0.011148365,1,94
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420655,49.831466,-124.7263,10/5/2014 12:36,10/5/2014 14:36,330,SoG Dogfish 111 - 165 m,3,147,NA,1,2,293,0.006532942,2,166
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420661,49.1031,-123.626733,10/8/2014 9:15,10/8/2014 11:14,330,SoG Dogfish 111 - 165 m,3,138,NA,1,2,300,0.006689019,NA,163
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420671,49.1966,-123.769633,10/13/2014 11:46,10/13/2014 13:46,331,SoG Dogfish 166 - 220 m,4,188,NA,1,2,300,0.006689019,NA,162
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369505,49.661833,-124.654,10/22/1986 13:37,10/22/1986 15:51,328,SoG Dogfish 0 - 55 m,1,20,NA,3,NA,500,0.011148365,NA,26
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369511,49.783333,-124.883333,10/23/1986 13:00,10/23/1986 15:15,330,SoG Dogfish 111 - 165 m,3,131,NA,3,NA,500,0.011148365,NA,146
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369512,49.783333,-124.889833,10/23/1986 15:54,10/23/1986 18:12,329,SoG Dogfish 56 - 110 m,2,102,NA,3,NA,500,0.011148365,NA,116
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369513,49.9855,-125.118,10/24/1986 8:05,10/24/1986 10:20,328,SoG Dogfish 0 - 55 m,1,22,NA,3,NA,500,0.011148365,NA,229
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369525,49.766333,-124.329166,10/27/1986 12:25,10/27/1986 15:26,328,SoG Dogfish 0 - 55 m,1,16,NA,3,NA,500,0.011148365,NA,11
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356154,49.990383,-125.096616,10/9/2011 12:37,10/9/2011 14:35,331,SoG Dogfish 166 - 220 m,4,190,NA,1,2,300,0.006689019,NA,169
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356157,49.850733,-124.727633,10/10/2011 8:58,10/10/2011 10:57,330,SoG Dogfish 111 - 165 m,3,140,NA,1,2,300,0.006689019,1,204
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356161,49.740983,-124.824466,10/11/2011 9:11,10/11/2011 11:11,330,SoG Dogfish 111 - 165 m,3,145,NA,1,2,300,0.006689019,NA,222
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356162,49.7237,-124.783783,10/11/2011 12:47,10/11/2011 14:46,332,SoG Dogfish > 220 m,5,232,NA,1,2,300,0.006689019,NA,234
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356166,49.486883,-124.0348,10/12/2011 12:30,10/12/2011 14:33,329,SoG Dogfish 56 - 110 m,2,91,NA,1,2,300,0.006689019,3,100
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356171,49.049966,-123.595083,10/13/2011 14:05,10/13/2011 16:05,329,SoG Dogfish 56 - 110 m,2,87,NA,1,2,299,0.006666722,2,85
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356178,49.180166,-123.349966,10/15/2011 12:07,10/15/2011 14:10,331,SoG Dogfish 166 - 220 m,4,193,NA,1,2,300,0.006689019,NA,230
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356179,49.1839,-123.376216,10/15/2011 12:53,10/15/2011 14:53,332,SoG Dogfish > 220 m,5,240,NA,1,2,300,0.006689019,NA,245
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356151,49.69765,-124.28415,10/8/2011 13:25,10/8/2011 15:26,329,SoG Dogfish 56 - 110 m,2,97,NA,1,2,300,0.006689019,NA,157
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420673,49.35895,-123.7492,10/11/2014 9:27,10/11/2014 11:27,330,SoG Dogfish 111 - 165 m,3,135,NA,1,2,300,0.006689019,2,151
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420675,49.345666,-123.77435,10/11/2014 13:36,10/11/2014 15:36,332,SoG Dogfish > 220 m,5,244,NA,1,2,300,0.006689019,NA,233
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420676,49.506583,-124.06155,10/7/2014 7:50,10/7/2014 9:49,330,SoG Dogfish 111 - 165 m,3,159,NA,1,2,287,0.006399161,NA,222
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420678,49.475333,-124.0516,10/7/2014 11:28,10/7/2014 13:27,332,SoG Dogfish > 220 m,5,234,NA,1,2,300,0.006689019,NA,233
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369478,49.165833,-123.2965,10/18/1986 7:43,10/18/1986 9:58,328,SoG Dogfish 0 - 55 m,1,44,NA,3,NA,500,0.011148365,NA,113
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369482,49.183,-123.302333,10/18/1986 14:30,10/18/1986 17:18,329,SoG Dogfish 56 - 110 m,2,91,NA,3,NA,500,0.011148365,NA,120
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369487,49.335,-123.724166,10/19/1986 12:56,10/19/1986 15:12,328,SoG Dogfish 0 - 55 m,1,24,NA,3,NA,500,0.011148365,NA,239
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369489,49.374,-123.701833,10/19/1986 16:10,10/19/1986 18:30,330,SoG Dogfish 111 - 165 m,3,122,NA,3,NA,500,0.011148365,1,82
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369492,49.357,-124.347166,10/20/1986 12:13,10/20/1986 14:39,329,SoG Dogfish 56 - 110 m,2,62,NA,3,NA,500,0.011148365,NA,13
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369494,49.386333,-124.340833,10/20/1986 15:27,10/20/1986 17:43,332,SoG Dogfish > 220 m,5,256,NA,3,NA,500,0.011148365,NA,43
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369499,49.522833,-124.5815,10/21/1986 11:47,10/21/1986 14:06,328,SoG Dogfish 0 - 55 m,1,5,NA,3,NA,500,0.011148365,NA,93
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420649,49.976866,-125.115183,10/4/2014 8:13,10/4/2014 10:12,329,SoG Dogfish 56 - 110 m,2,84,NA,1,2,300,0.006689019,2,129
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420652,49.99975,-125.1218,10/4/2014 13:28,10/4/2014 15:30,330,SoG Dogfish 111 - 165 m,3,128,NA,1,2,300,0.006689019,1,79
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420656,49.809733,-124.7519,10/5/2014 13:24,10/5/2014 15:25,332,SoG Dogfish > 220 m,5,235,NA,1,2,300,0.006689019,NA,210
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369507,49.769166,-124.889833,10/23/1986 8:13,10/23/1986 10:33,329,SoG Dogfish 56 - 110 m,2,75,NA,3,NA,500,0.011148365,NA,89
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369509,49.783333,-124.8745,10/23/1986 11:15,10/23/1986 13:35,331,SoG Dogfish 166 - 220 m,4,170,NA,3,NA,500,0.011148365,NA,120
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369515,49.9845,-125.105166,10/24/1986 11:01,10/24/1986 13:17,329,SoG Dogfish 56 - 110 m,2,66,NA,3,NA,500,0.011148365,NA,109
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369519,49.866,-125.026,10/25/1986 12:35,10/25/1986 15:20,330,SoG Dogfish 111 - 165 m,3,165,NA,3,NA,500,0.011148365,NA,130
76,Strait of Georgia Dogfish Longline,498,1986 Strait of Georgia Dogfish Longline Survey,1986,3369521,49.8295,-125.029833,10/25/1986 16:04,10/25/1986 18:22,328,SoG Dogfish 0 - 55 m,1,24,NA,3,NA,500,0.011148365,NA,132
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356145,49.384833,-124.3357,10/7/2011 7:49,10/7/2011 9:50,332,SoG Dogfish > 220 m,5,236,NA,1,2,300,0.006689019,NA,169
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356155,49.9823,-125.083566,10/9/2011 13:25,10/9/2011 15:25,332,SoG Dogfish > 220 m,5,250,NA,1,2,300,0.006689019,NA,209
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356159,49.8031,-124.736483,10/10/2011 13:23,10/10/2011 15:22,332,SoG Dogfish > 220 m,5,223,NA,1,2,297,0.006622129,NA,220
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356163,49.711533,-124.7811,10/11/2011 13:30,10/11/2011 15:13,331,SoG Dogfish 166 - 220 m,4,186,NA,1,2,300,0.006689019,NA,243
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356148,49.360333,-124.335,10/7/2011 13:46,10/7/2011 15:49,329,SoG Dogfish 56 - 110 m,2,88,NA,1,2,300,0.006689019,NA,181
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356150,49.694133,-124.298316,10/8/2011 9:20,10/8/2011 11:45,331,SoG Dogfish 166 - 220 m,4,183,NA,1,2,300,0.006689019,NA,217
76,Strait of Georgia Dogfish Longline,503,2011 Strait of Georgia Dogfish Longline Survey,2011,4356152,49.98375,-125.113283,10/9/2011 8:11,10/9/2011 10:12,330,SoG Dogfish 111 - 165 m,3,132,NA,1,2,300,0.006689019,2,187
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420657,49.7718,-124.859516,10/3/2014 8:24,10/3/2014 10:20,330,SoG Dogfish 111 - 165 m,3,137,NA,1,2,300,0.006689019,NA,186
76,Strait of Georgia Dogfish Longline,453,2014 Strait of Georgia Dogfish Longline Survey,2014,3420659,49.802433,-124.880983,10/3/2014 12:42,10/3/2014 14:41,331,SoG Dogfish 166 - 220 m,4,178,NA,1,2,300,0.006689019,NA,216
